text,label,language,style
urgent hai... usne mujhe koi dhmki nahi di hai jaldi kuch kijiye.,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
"namaste, NHAA helpline me aapka swagat hai",NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
मुझे थेरेपिस्ट से काउंसलिंग की जरूरत है जल्दी पुलिस भेजिए।,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,conversational_augmented
my elderly parents are bedridden and cannot escape please help immediately.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
listen... legal advice and free legal aid lawyer chahiye mujhe samajh nahi aa raha kya karu.,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational_augmented
सर... तुरंत एम्बुलेंस भेजिए मरीज की हालत गंभीर है जल्दी पुलिस भेजिए।,MEDICAL_EMERGENCY,hi,conversational_augmented
sasural wale roz taane dete hain aur maarte hain,DOMESTIC_FAMILY_VIOLENCE,hinglish,direct_seed
I have no reason to stay alive,SELF_HARM_CONCERN,en,conversational_augmented
सुनिए... निचली जाति का बोलकर मंदिर में जाने से रोका तुरंत मदद चाहिए।,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational_augmented
I am facing continuous sexual harassment at workplace please help immediately.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
they used derogatory casteist slurs against me publicly,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
हेल्प कीजिए... जाति के नाम पर मुझे प्रताड़ित किया जा रहा है क्या आप सुन रहे हैं?,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational_augmented
अरे... कोई डरने की बात नहीं है जल्दी पुलिस भेजिए।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
मुझे कोई खतरा नहीं है मैं सिर्फ सामान्य पूछताछ कर रहा हूं मुझे समझ नहीं आ रहा क्या करूं।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
hello... entire village mob is pressurizing our family,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
"नमस्ते, राष्ट्रीय हेल्पलाइन 14566 में आपका स्वागत है तुरंत मदद चाहिए।",NEUTRAL_NO_INDICATOR,hi,conversational_augmented
Sir... he is attempting to force his way inside are you listening?,IMMEDIATE_PHYSICAL_DANGER,en,conversational_augmented
हेल्प कीजिए... मेरी निजी तस्वीरें वायरल करने की धमकी दे रहा है प्लीज कुछ कीजिए।,COERCION_BLACKMAIL,hi,conversational_augmented
the victim is a differently-abled person unable to run are you listening?,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
please... sometimes calm sometimes suddenly attacks again jaldi kuch kijiye.,CONTRADICTORY_CHANGING_SITUATION,hinglish,conversational_augmented
sir... darr lag raha hai ki kuch galat na ho jaye mai sach bol raha hu.,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
madam... kehta hai tera murder kar dunga mujhe samajh nahi aa raha kya karu.,THREAT_INTIMIDATION,hinglish,conversational_augmented
कोई कई दिनों से मेरा पीछा कर रहा है प्लीज कुछ कीजिए।,STALKING_FOLLOWING,hi,conversational_augmented
I need urgent help... community elders are pressurizing us to withdraw the complaint I am telling the truth.,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
सुनिए... मजबूर कर रहा है गैरकानूनी काम करने के लिए प्लीज कुछ कीजिए।,COERCION_BLACKMAIL,hi,conversational_augmented
Hello... we were forcibly evicted and have no place to go I don't know what to do.,NO_SAFE_PLACE_HOMELESSNESS,en,conversational_augmented
they used derogatory casteist slurs against me publicly,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
the patient is unconscious and unable to breathe,MEDICAL_EMERGENCY,en,conversational_augmented
Hello... my elderly parents are bedridden and cannot escape I am telling the truth.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
स्टॉकिंग कर रहा है लगातार नजर रख रहा है,STALKING_FOLLOWING,hi,direct_seed
in-laws dowry ke liye mentally aur physically abuse kar rahe hain,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
कृपया ध्यान दीजिए... सांस लेने में बहुत तकलीफ हो रही है बेहोश हो रहे हैं क्या आप सुन रहे हैं?,MEDICAL_EMERGENCY,hi,conversational_augmented
अरे... पीसीआर वैन को अलर्ट करके भेजो जल्दी तुरंत मदद चाहिए।,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
नमस्ते... मुक्के और लातों से मारपीट की गई मैं सच कह रहा हूं।,PHYSICAL_VIOLENCE_INJURY,hi,conversational_augmented
दलित होने के कारण कुएं से पानी नहीं भरने दिया जल्दी पुलिस भेजिए।,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational_augmented
he made vulgar sexual gestures and touched me,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
अरे... काउंसलर से बात करा दीजिए मानसिक तनाव के लिए,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,conversational_augmented
darwaza todne ki koshish kar raha hai,IMMEDIATE_PHYSICAL_DANGER,hinglish,direct_seed
Please hear me... he attacked me with a blade and cut my arm I am telling the truth.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
उसने मेरा गला दबाने की कोशिश की मुझे समझ नहीं आ रहा क्या करूं।,PHYSICAL_VIOLENCE_INJURY,hi,conversational_augmented
Ma'am... I have reached a safe and secure location are you listening?,CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
darr lag raha hai ki kuch galat na ho jaye mai sach bol raha hu.,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
mai bohot pareshan hu... he was not threatening anyone it was a misunderstanding,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
मैं यहां बिल्कुल अकेली हूं कोई मदद करने वाला नहीं,ISOLATION_NO_SUPPORT,hi,direct_seed
entire village mob is pressurizing our family send help immediately.,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
Excuse me... he attempted to sexually assault me,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
mai bohot zyada scared hu,FEAR_DISTRESS_PANIC,hinglish,direct_seed
हेल्प कीजिए... कोई डरने की बात नहीं है मैं सच कह रहा हूं।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
suniye... bahar khada hai gaaliyan de raha hai please madad karo.,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational_augmented
please... reached inside police thana now totally safe mai sach bol raha hu.,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
यौन उत्पीड़न की शिकायत दर्ज करानी है,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
arre... ghar me elderly parents hain jo bedridden hain,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
Ma'am... he keeps watching my house and tracking my schedule please do something quickly.,STALKING_FOLLOWING,en,conversational_augmented
Sir... alert the local police station for immediate response are you listening?,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
hello... entire village mob is pressurizing our family jaldi kuch kijiye.,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
मेरी बात सुनिए... पूरे गांव और पंचायत ने हमारा बहिष्कार कर दिया है मैं सच कह रहा हूं।,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
Officer... he is blackmailing me with private photographs please send police now.,COERCION_BLACKMAIL,en,conversational_augmented
हर जगह मेरा पीछा करके वीडियो बनाता है,STALKING_FOLLOWING,hi,direct_seed
Please hear me... I have reached a safe and secure location please help immediately.,CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
I need urgent help... he threatened to burn everything down,THREAT_INTIMIDATION,en,conversational_augmented
we are facing intense community ostracization and pressure please help immediately.,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
I am so scared right now,FEAR_DISTRESS_PANIC,en,direct_seed
mai bohot pareshan hu... advocate ki sahayata chahiye grievance file karne me,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational_augmented
Excuse me... please send a PCR emergency van right away,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
पीसीआर वैन को अलर्ट करके भेजो जल्दी प्लीज कुछ कीजिए।,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
help kijiye... cannot bear this emotional pain anymore want to die,SELF_HARM_CONCERN,hinglish,conversational_augmented
my family members are physically abusing me,DOMESTIC_FAMILY_VIOLENCE,en,direct_seed
I have nowhere to go and nobody to call for assistance,ISOLATION_NO_SUPPORT,en,conversational_augmented
Help me... I would like to speak to a psychological counselor,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational_augmented
मेरी बात सुनिए... नाबालिग बच्ची की सुरक्षा को लेकर बहुत चिंता है मुझे समझ नहीं आ रहा क्या करूं।,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational_augmented
सुनिए... समाज में बदनाम करने की साजिश हो रही है जल्दी पुलिस भेजिए।,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
I cannot continue living like this are you listening?,SELF_HARM_CONCERN,en,conversational_augmented
नमस्ते... उसने मेरा गला दबाने की कोशिश की प्लीज कुछ कीजिए।,PHYSICAL_VIOLENCE_INJURY,hi,conversational_augmented
नमस्ते... पता नहीं कौन था और क्या जगह थी तुरंत मदद चाहिए।,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
mai bohot pareshan hu... need mental health counselling and legal guidance mujhe samajh nahi aa raha kya karu.,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational_augmented
मैडम... रो-रो कर बुरा हाल है बहुत डर है,FEAR_DISTRESS_PANIC,hi,conversational_augmented
madam... sasural me roz torture kiya ja raha hai mujhe samajh nahi aa raha kya karu.,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
मेरी बात सुनिए... मैं पुलिस स्टेशन पहुंच चुका हूं और सेफ हूं जल्दी पुलिस भेजिए।,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
बुजुर्ग माता-पिता हैं जो चलने में असमर्थ हैं क्या आप सुन रहे हैं?,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational_augmented
प्लीज... अभी मैं सेफ जगह पर पहुंच गई हूं,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
कोई सहारा नहीं है बिल्कुल बेसहारा हूं,ISOLATION_NO_SUPPORT,hi,direct_seed
hello... koi sath nahi de raha sabne contact tod diya send help immediately.,ISOLATION_NO_SUPPORT,hinglish,conversational_augmented
suniye... he did not threaten me kya aap sun rahe ho?,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
listen... apne aap ko hurt karne ka man kar raha hai,SELF_HARM_CONCERN,hinglish,conversational_augmented
confused state me hu exact time nahi pata,UNCERTAINTY_UNCLEAR_INFO,hinglish,conversational_augmented
I cannot clearly recall the exact details or location,UNCERTAINTY_UNCLEAR_INFO,en,direct_seed
I need urgent help... I have multiple bruises and cuts on my body I don't know what to do.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
bohot dar lag raha hai please help jaldi kuch kijiye.,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
मेरी बात सुनिए... पहले लगा कि सब ठीक है लेकिन अचानक फिर झगड़ा शुरू हो गया प्लीज कुछ कीजिए।,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
प्लीज... वो हथियार लेकर बाहर खड़ा है तुरंत मदद चाहिए।,IMMEDIATE_PHYSICAL_DANGER,hi,conversational_augmented
Ma'am... requesting immediate emergency police dispatch please help immediately.,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
Please hear me... the information is hazy and I cannot be sure please do something quickly.,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
Please listen... a minor child is trapped inside facing grave risk I am telling the truth.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
I need urgent help... community elders are pressurizing us to withdraw the complaint please do something quickly.,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
gandi batein karke harass kar raha hai mujhe samajh nahi aa raha kya karu.,SEXUAL_VIOLENCE_HARASSMENT,hinglish,conversational_augmented
urgent hai... unpredictable behaviour hai situation continuously changing mujhe samajh nahi aa raha kya karu.,CONTRADICTORY_CHANGING_SITUATION,hinglish,conversational_augmented
arre... meri jan khatre mein hai abhi ke abhi mujhe samajh nahi aa raha kya karu.,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational_augmented
marpeet karke fractured my arm,PHYSICAL_VIOLENCE_INJURY,hinglish,conversational_augmented
मेरी बात सुनिए... पति रोज शराब पीकर मारपीट करता है,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
he did not try to harm or intimidate me please do something quickly.,NEUTRAL_NO_INDICATOR,en,conversational_augmented
Hello... I feel like committing suicide,SELF_HARM_CONCERN,en,conversational_augmented
darr lag raha hai ki kuch galat na ho jaye,FEAR_DISTRESS_PANIC,hinglish,direct_seed
Hello... there is an armed man outside my apartment please help immediately.,IMMEDIATE_PHYSICAL_DANGER,en,conversational_augmented
husband roz daaru peeke marpeet karta hai kya aap sun rahe ho?,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
Excuse me... I am seriously injured and bleeding I am telling the truth.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
सांस लेने में बहुत तकलीफ हो रही है बेहोश हो रहे हैं,MEDICAL_EMERGENCY,hi,conversational_augmented
Help me... he made vulgar sexual gestures and touched me,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
कृपया ध्यान दीजिए... कृपया अपनी शिकायत की श्रेणी और जिला बताइए तुरंत मदद चाहिए।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
यौन उत्पीड़न की शिकायत दर्ज करानी है मुझे समझ नहीं आ रहा क्या करूं।,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
Hello... initially it seemed resolved but suddenly violence flared up again I am telling the truth.,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
I am scared because he is outside my house,IMMEDIATE_PHYSICAL_DANGER,en,conversational_augmented
मैडम... रहने का कोई ठिकाना नहीं है बेघर हो गई हूं,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
सुनिए... पता नहीं कौन था और क्या जगह थी मुझे समझ नहीं आ रहा क्या करूं।,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
पहले लगा कि सब ठीक है लेकिन अचानक फिर झगड़ा शुरू हो गया मुझे समझ नहीं आ रहा क्या करूं।,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
meri jaan khatre mein hai abhi ke abhi,IMMEDIATE_PHYSICAL_DANGER,hinglish,direct_seed
I was sexually harassed on my way home please do something quickly.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
हेल्प कीजिए... मुझे कानूनी सलाह और वकील की मदद चाहिए,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,conversational_augmented
Hello... a strange man follows me from the bus stop to my house please help immediately.,STALKING_FOLLOWING,en,conversational_augmented
wo log mere sath bhed bhav aur chhuachhoot kar rahe hain,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,direct_seed
blakmail karke mental torture de raha hai jaldi kuch kijiye.,COERCION_BLACKMAIL,hinglish,conversational_augmented
help kijiye... usne mujhe bohot mara hai bleeding ho rahi hai kya aap sun rahe ho?,PHYSICAL_VIOLENCE_INJURY,hinglish,conversational_augmented
arre... ghar se nikal diya hai road par khadi hu send help immediately.,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
listen... ghar se nikal diya hai road par khadi hu,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
please... mohalla wale milkar harrass kar rahe hain,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
Please listen... my elderly parents are bedridden and cannot escape,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
arre... roz threatening messages bhej raha hai,THREAT_INTIMIDATION,hinglish,conversational_augmented
heavy bleeding ho rahi hai ambulance chahiye turant kya aap sun rahe ho?,MEDICAL_EMERGENCY,hinglish,conversational_augmented
Help me... I have multiple bruises and cuts on my body please send police now.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
मुझे ठीक से याद नहीं आ रहा क्या हुआ था,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
कभी वो शांत हो जाता है कभी अचानक हमला कर देता है मैं सच कह रहा हूं।,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
mai bohot pareshan hu... chest pain aur breathing difficulty ho rahi hai mujhe samajh nahi aa raha kya karu.,MEDICAL_EMERGENCY,hinglish,conversational_augmented
Please listen... the victim is a differently-abled person unable to run,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
हमला करके मुझे नीचे गिरा दिया जल्दी पुलिस भेजिए।,PHYSICAL_VIOLENCE_INJURY,hi,conversational_augmented
हेल्प कीजिए... मैं अब और जीना नहीं चाहती,SELF_HARM_CONCERN,hi,conversational_augmented
I need urgent help... my husband beats me violently every day I don't know what to do.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
Ma'am... someone threatened me are you listening?,THREAT_INTIMIDATION,en,conversational_augmented
उसने मुझे गलत तरीके से छुआ,SEXUAL_VIOLENCE_HARASSMENT,hi,direct_seed
mai bohot pareshan hu... he follows me everywhere I go,STALKING_FOLLOWING,hinglish,conversational_augmented
I am stranded and all alone in this situation are you listening?,ISOLATION_NO_SUPPORT,en,conversational_augmented
"Please hear me... I am at the police station right now, completely safe please help immediately.",CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
need mental health counselling and legal guidance,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational_augmented
जबरदस्ती करने की कोशिश की उसने जल्दी पुलिस भेजिए।,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
I was punched and kicked repeatedly I am telling the truth.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
नमस्ते... रोज मेरे कॉलेज के बाहर खड़ा रहता है,STALKING_FOLLOWING,hi,conversational_augmented
"I am completely safe now, police have arrived please send police now.",CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
listen... inappropriate physical contact kiya forcefully,SEXUAL_VIOLENCE_HARASSMENT,hinglish,conversational_augmented
Officer... there is an infant and a pregnant woman in the house please help immediately.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
अब इस दर्द को और नहीं सह सकती क्या आप सुन रहे हैं?,SELF_HARM_CONCERN,hi,conversational_augmented
please... forced himself on me without consent,SEXUAL_VIOLENCE_HARASSMENT,hinglish,conversational_augmented
someone is banging on my door threatening to break in,IMMEDIATE_PHYSICAL_DANGER,en,direct_seed
please... pregnant lady hai ghar pe aur small kids hain please madad karo.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
usne private photos leak karne ki blackmailing shuru kar di jaldi kuch kijiye.,COERCION_BLACKMAIL,hinglish,conversational_augmented
madam... police protection chahiye urgent basis pe jaldi kuch kijiye.,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational_augmented
Please listen... a group of village leaders is threatening our household I don't know what to do.,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
please... feeling like committing suicide please help mai sach bol raha hu.,SELF_HARM_CONCERN,hinglish,conversational_augmented
suniye... counsellor se baat karni hai stress relief ke liye mujhe samajh nahi aa raha kya karu.,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational_augmented
requesting legal aid assistance for filing case please do something quickly.,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational_augmented
I have no family or friends in this city to turn to please help immediately.,ISOLATION_NO_SUPPORT,en,conversational_augmented
he sent non-consensual explicit photos I don't know what to do.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
mai bohot pareshan hu... husband locked me in the room without food,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
Sir... alert the local police station for immediate response are you listening?,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
listen... mere saath discriminate kiya ja raha hai jaldi kuch kijiye.,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,conversational_augmented
मैडम... तुरंत पुलिस भेजिए यहां बहुत जरूरी है क्या आप सुन रहे हैं?,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
arre... mohalla wale milkar harrass kar rahe hain mujhe samajh nahi aa raha kya karu.,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
Ma'am... I am stranded and all alone in this situation are you listening?,ISOLATION_NO_SUPPORT,en,conversational_augmented
Ma'am... the local panchayat has ordered a complete social boycott,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
he sent non-consensual explicit photos,SEXUAL_VIOLENCE_HARASSMENT,en,direct_seed
arre... community pressure banaya ja raha hai case wapas lene send help immediately.,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
भेदभाव कर रहे हैं और अपमानजनक शब्द बोल रहे हैं क्या आप सुन रहे हैं?,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational_augmented
in-laws dowry ke liye mentally aur physically abuse kar rahe hain,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
प्लीज... खतरा टल चुका है अब कोई डर नहीं है तुरंत मदद चाहिए।,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
I have been thrown out of my house onto the street,NO_SAFE_PLACE_HOMELESSNESS,en,conversational_augmented
मुझे पुलिस सुरक्षा की तुरंत आवश्यकता है,REQUEST_POLICE_EMERGENCY_HELP,hi,direct_seed
"I need urgent help... I need an ambulance immediately, severe bleeding",MEDICAL_EMERGENCY,en,conversational_augmented
Please listen... I have no safe shelter or roof over my head tonight,NO_SAFE_PLACE_HOMELESSNESS,en,conversational_augmented
mujhe exact location yaad nahi aa rahi confuse hu,UNCERTAINTY_UNCLEAR_INFO,hinglish,conversational_augmented
मैडम... मुझे ठीक से याद नहीं आ रहा क्या हुआ था,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
a strange man follows me from the bus stop to my house please send police now.,STALKING_FOLLOWING,en,conversational_augmented
प्लीज... मैं सिर्फ योजना के बारे में जानकारी लेना चाहता हूं मैं सच कह रहा हूं।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
कृपया ध्यान दीजिए... जबरदस्ती करने की कोशिश की उसने क्या आप सुन रहे हैं?,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
मेरी बात सुनिए... हम सिर्फ फिल्म की कहानी पर चर्चा कर रहे थे,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
"namaste, NHAA helpline me aapka swagat hai mai sach bol raha hu.",NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
Ma'am... the information is hazy and I cannot be sure I don't know what to do.,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
listen... apni jaan le lungi agar aisa hi chalta raha,SELF_HARM_CONCERN,hinglish,conversational_augmented
मैं बहुत परेशान हूं... समाज में बदनाम करने की साजिश हो रही है मैं सच कह रहा हूं।,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
सुनिए... कन्फ्यूज हूं शायद कल या परसों की बात है मुझे समझ नहीं आ रहा क्या करूं।,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
want to end my life bohot pareshan hu,SELF_HARM_CONCERN,hinglish,conversational_augmented
Help me... initially it seemed resolved but suddenly violence flared up again,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
मैं अब और जीना नहीं चाहती,SELF_HARM_CONCERN,hi,conversational_augmented
sir... he was not threatening anyone it was a misunderstanding send help immediately.,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
मैं बहुत टूट चुकी हूं मर जाना चाहती हूं,SELF_HARM_CONCERN,hi,direct_seed
a strange man follows me from the bus stop to my house,STALKING_FOLLOWING,en,conversational_augmented
obscene photos and messages bhej raha hai,SEXUAL_VIOLENCE_HARASSMENT,hinglish,direct_seed
Ma'am... my elderly parents are bedridden and cannot escape,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
Please listen... requesting legal aid assistance for filing case please do something quickly.,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational_augmented
सर... he threatened me but I am safe now प्लीज कुछ कीजिए।,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
अरे... किराए के कमरे से जबरन सामान फेंक कर निकाल दिया प्लीज कुछ कीजिए।,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
सुनिए... पारिवारिक प्रताड़ना असहनीय हो गई है तुरंत मदद चाहिए।,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
suniye... homeless ho gaye hain koi shelter nahi hai kya aap sun rahe ho?,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
नमस्ते... मोहल्ले के लोग मिलकर धमकी दे रहे हैं मैं सच कह रहा हूं।,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
please dispatch police to my location immediately please do something quickly.,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
मैडम... अपनी जान दे दूंगी मैं,SELF_HARM_CONCERN,hi,conversational_augmented
I need urgent help... he attempted to sexually assault me I am telling the truth.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
I am stranded and all alone in this situation please help immediately.,ISOLATION_NO_SUPPORT,en,conversational_augmented
woh chala gaya hai ab koi danger nahi hai mujhe samajh nahi aa raha kya karu.,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
listen... mai ab jeena nahi chahta send help immediately.,SELF_HARM_CONCERN,hinglish,conversational_augmented
please dispatch police to my location immediately,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
मैं बहुत परेशान हूं... मेरे साथ शारीरिक जबरदस्ती की गई,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
अरे... दिव्यांग व्यक्ति पर हमला किया गया है जल्दी पुलिस भेजिए।,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational_augmented
please dispatch police to my location immediately,REQUEST_POLICE_EMERGENCY_HELP,en,direct_seed
koi madad karne wala nahi hai bilkul akeli hu,ISOLATION_NO_SUPPORT,hinglish,direct_seed
मजबूर कर रहा है गैरकानूनी काम करने के लिए मुझे समझ नहीं आ रहा क्या करूं।,COERCION_BLACKMAIL,hi,conversational_augmented
hello... just calling to inquire about the government scheme timings mujhe samajh nahi aa raha kya karu.,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
सुनिए... सामूहिक रूप से हम पर दबाव बनाया जा रहा है,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
उसने मेरा गला दबाने की कोशिश की मुझे समझ नहीं आ रहा क्या करूं।,PHYSICAL_VIOLENCE_INJURY,hi,conversational_augmented
community pressure banaya ja raha hai case wapas lene,SOCIAL_COMMUNITY_PRESSURE,hinglish,direct_seed
want to end my life bohot pareshan hu,SELF_HARM_CONCERN,hinglish,conversational_augmented
Ma'am... he is forcing me to pay large sums of money I don't know what to do.,COERCION_BLACKMAIL,en,conversational_augmented
sir... sometimes calm sometimes suddenly attacks again please madad karo.,CONTRADICTORY_CHANGING_SITUATION,hinglish,conversational_augmented
suniye... landlord threw all luggage out on the street jaldi kuch kijiye.,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
I am being extorted and coerced under threat of defamation,COERCION_BLACKMAIL,en,direct_seed
मैं बहुत परेशान हूं... समाज में बदनाम करने की साजिश हो रही है मुझे समझ नहीं आ रहा क्या करूं।,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
डर के मारे चीख निकल रही है,FEAR_DISTRESS_PANIC,hi,direct_seed
